"member_id"
"7113321"
"24672311"
"13158449"
"4"
"7873712"
"13628189"
"10931669"
"11374859"
"5943801"
"20986079"
"15419029"
"24643851"
"9584929"
"8627702"
"4924536"
"344154"
"12915449"
"19025779"
"4934236"
"23710191"
"4261176"
"17870899"
"306750"
"17704949"
"7369802"
"21682221"
"98434"
"5218071"
"7124431"
"9918929"
"26442991"
"24857581"
"20379"
"10510929"
"21701561"
"8716799"
"12949689"
"19886009"
"15206699"
"9115939"
"12960709"
"12258959"
"5515521"
"4482446"
"6234121"
"6145411"
"8029432"
"5990341"
"12150109"
"268857"
"385593"
"280872"
"19937769"
"12514229"
"5316411"
"21421811"
"8113542"
"7780092"
"7159321"
"10401819"
"6032491"
"120107"
"8095702"
"345532"
"89663"
"7043531"
"15742889"
"10742519"
"37114811"
"12621649"
"22070221"
"22203871"
"21291771"
"37701"
"16417739"
"15904229"
"17713759"
"15144279"
"4546766"
"7989882"
"7657782"
"20231749"
"7006841"
"22518281"
"22950781"
"8793799"
"225224"
"14509229"
"8795659"
"5901571"
"6081381"
"15790859"
"22161721"
"14340199"
"12669509"
"21469761"
"6195301"
"17925839"
"11769399"
"4754706"
"23543601"
"23420711"
"5923391"
"314356"
"21012129"
"270098"
"9724089"
"11964619"
"5200231"
"7693402"
"22182421"
"11057349"
"5199651"
"12046379"
"33651501"
"14520479"
"27330801"
"147786"
"22800311"
"224686"
"13384429"
"16049499"
"26268071"
"21609471"
"13540259"
"5785041"
"10826519"
"6197721"
"23278901"
"8841969"
"173713"
"376406"
"17959469"
"15346409"
"110358"
"8039072"
"10814289"
"22744341"
"28403581"
"8089712"
"6162631"
"6369781"
"41769801"
"15390679"
"21863191"
"9628349"
"17487169"
"14595929"
"18669489"
"23042351"
"5578001"
"4235796"
"22239011"
"23160721"
"339966"
"14692639"
"22578881"
"13880199"
"17787389"
"146255"
"23234151"
"14525769"
"11186469"
"23277261"
"8961959"
"23530431"
"12947589"
"28202091"
"20225019"
"22660911"
"10207679"
"21513541"
"23350041"
"22800301"
"4332566"
"19555259"
"13038429"
"30291"
"6300651"
"23346521"
"19519679"
"16369629"
"180455"
"16907219"
"21556411"
"13497779"
"5369501"
"12667369"
"12729889"
"20076549"
"2457506"
"4612136"
"5289721"
"28755501"
"13996959"
"2784006"
"6608111"
"14512719"
"9071289"
"23972941"
"10831509"
"17925789"
"23384631"
"21057289"
"16827589"
"370358"
"10136409"
"19963619"
"23802881"
"20655659"
"19815309"
"19674549"
"22472001"
"18308359"
"23820031"
"14105899"
"23756121"
"23094061"
"13892889"
"8404862"
"198967"
"18956219"
"38682411"
"9731369"
"9488159"
"14304839"
"23924331"
"8698699"
"7397892"
"24031861"
"4642616"
"8458882"
"17742479"
"21970601"
"363384"
"21962701"
"14163109"
"15220879"
"18650589"
"5168831"
"12047029"
"8999379"
"17745879"
"5410761"
"26833791"
"23916791"
"19031619"
"22755451"
"11237979"
"934606"
"362723"
"14184419"
"23016131"
"21248171"
"23370461"
"14770779"
"24202671"
"12865489"
"14961449"
"6685201"
"5057521"
"18865439"
"15098779"
"21204849"
"9007639"
"8237042"
"240582"
"23035231"
"14146969"
"17346829"
"24347431"
"149896"
"16953229"
"25531991"
"11546659"
"12719459"
"24231971"
"13999599"
"13141899"
"12694869"
"370006"
"14662829"
"13356529"
"24439121"
"11185229"
"7104691"
"23679161"
"10345259"
"13554459"
"12263789"
"17534039"
"12499759"
"9067749"
"8497282"
"15155369"
"17942349"
"5300751"
"6447201"
"22179931"
"24228241"
"5736633"
"234523"
"24430851"
"24613911"
"10376669"
"21580941"
"11922599"
"25041601"
"18615989"
"12430139"
"8857319"
"8640212"
"4213946"
"26008731"
"12624799"
"23022841"
"21796391"
"19019399"
"27180191"
"25361441"
"24286011"
"22977371"
"5144641"
"237430"
"22737741"
"14396679"
"24732991"
"23222121"
"14701929"
"24092081"
"15624469"
"11307929"
"16310389"
"19252539"
"14759359"
"24901451"
"14944029"
"24961691"
"24702761"
"20745279"
"13892639"
"13163629"
"9783859"
"24725571"
"4444636"
"24455641"
"24983681"
"15712479"
"16725069"
"20020749"
"7283691"
"388405"
"13133589"
"16266119"
"26067621"
"5770433"
"11676739"
"14972679"
"23592891"
"24643281"
"24852241"
"26899541"
"40360761"
"4049606"
"12585179"
"20272949"
"12530099"
"17721469"
"404891"
"20068749"
"80206"
"8219362"
"94107"
"27229441"
"20087309"
"21407471"
"20913759"
"115453"
"59377"
"24362061"
"25000001"
"26651931"
"20207889"
"17580659"
"11038659"
"17212219"
"17421709"
"9112009"
"25300851"
"11821969"
"27104611"
"5789701"
"4532936"
"10523269"
"25418021"
"18620129"
"19355859"
"16358829"
"9289439"
"29484011"
"24206071"
"242369"
"15812389"
"14788839"
"11004449"
"160299"
"8844819"
"139943"
"34833941"
"40012131"
"21582441"
"110803"
"21820161"
"24896061"
"22632521"
"25614641"
"22603401"
"18684719"
"21368291"
"24508201"
"15565709"
"5330551"
"26902791"
"4184586"
"280596"
"13639419"
"5689641"
"18336959"
"25370671"
"17503589"
"12486989"
"18087419"
"23006301"
"5707331"
"23487991"
"10256379"
"3278506"
"248345"
"17101289"
"25253851"
"406451"
"15799959"
"28815871"
"8826029"
"12680849"
"25889371"
"8682192"
"7689442"
"26339191"
"5170081"
"11770469"
"17843809"
"30655"
"13035099"
"26028081"
"19633009"
"7384182"
"20599229"
"14360299"
"6343631"
"15516419"
"25372061"
"372298"
"26047411"
"375897"
"347311"
"39729241"
"7746822"
"383042"
"26037761"
"21747371"
"14886729"
"7578612"
"15540729"
"6241991"
"11652749"
"10706389"
"22170241"
"9724759"
"9202119"
"20367409"
"17828499"
"9494829"
"13373939"
"8197952"
"26385001"
"12398399"
"8613742"
"10014189"
"20965609"
"26834591"
"21182479"
"16773459"
"235745"
"14805199"
"15606949"
"7298291"
"26536461"
"25803261"
"18336359"
"19407559"
"9883379"
"28303351"
"29327021"
"13042429"
"11634789"
"20230569"
"33527271"
"19184749"
"13837819"
"11281769"
"7561082"
"9253659"
"223909"
"382045"
"27063361"
"15789829"
"10950469"
"18946099"
"11003609"
"4473816"
"192077"
"22522511"
"19170199"
"13883219"
"26180391"
"26837751"
"16226409"
"21588831"
"27074781"
"21923041"
"10992859"
"73178"
"9237499"
"23677251"
"26615151"
"18686209"
"26634351"
"18968699"
"310882"
"6325201"
"25692451"
"7833332"
"11367059"
"11638689"
"24039981"
"13078859"
"11201819"
"4810126"
"36690711"
"4665986"
"26747901"
"26606891"
"18881389"
"23463511"
"24593651"
"11758319"
"7919032"
"9735269"
"16880209"
"24548471"
"11914949"
"263754"
"25343391"
"12935799"
"18244779"
"24829341"
"21770271"
"21951671"
"21887801"
"156373"
"26878791"
"21284091"
"16134339"
"7732552"
"7707532"
"322975"
"26976131"
"22521141"
"6559871"
"13885719"
"23534471"
"478401"
"13480769"
"359049"
"26327881"
"27119921"
"8246652"
"12997479"
"18582059"
"27085061"
"8894579"
"18468"
"22500371"
"26361311"
"6356951"
"17053"
"9931779"
"16136889"
"26566761"
"19791569"
"26318841"
"26972861"
"7540112"
"10930379"
"21376111"
"26954831"
"377259"
"6926501"
"12060009"
"315027"
"34269711"
"9712439"
"27351651"
"18017079"
"20906099"
"27359261"
"7407862"
"27388971"
"20176479"
"24883461"
"20442809"
"27066781"
"9036509"
"27242951"
"10499009"
"4681066"
"185900"
"22182951"
"24366821"
"24210521"
"9495959"
"27528781"
"8243522"
"23322451"
"8944159"
"26475141"
"26606781"
"416568"
"5274981"
"11842309"
"18202479"
"15042859"
"24658991"
"4932436"
"86573"
"12255079"
"26045491"
"14162909"
"26666871"
"25460411"
"27707471"
"11440469"
"7300911"
"27420691"
"13527259"
"27646531"
"27116021"
"4701786"
"23110571"
"20146669"
"70757"
"7425012"
"21468821"
"23396031"
"10706389"
"26430761"
"25376761"
"24036971"
"11524039"
"18370949"
"27950801"
"9022869"
"160299"
"15607219"
"4802616"
"13325759"
"9762219"
"18752089"
"6130371"
"28158791"
"17310139"
"9720129"
"21866911"
"16936369"
"26221661"
"28047791"
"9330089"
"13174599"
"6053501"
"28179071"
"11111159"
"23290981"
"20106559"
"194795"
"7099951"
"7384922"
"11493759"
"19004469"
"15481929"
"17497459"
"13445899"
"28323501"
"27405001"
"21408621"
"6533281"
"6906501"
"18607239"
"210835"
"20494929"
"28335091"
"25379561"
"23481781"
"29190231"
"26747331"
"344154"
"24406821"
"9038989"
"28371121"
"27875601"
"34304641"
"11408299"
"10177709"
"29651211"
"10931649"
"309885"
"12530589"
"11233499"
"20058699"
"20132089"
"188914"
"28199661"
"8281162"
"38558521"
"27816691"
"13279109"
"15214109"
"21449391"
"8620432"
"28557051"
"6045651"
"12201479"
"12175859"
"10055999"
"8200402"
"37635951"
"186449"
"9853689"
"353424"
"28533991"
"19935249"
"15635469"
"28652981"
"23922511"
"27324251"
"5284871"
"5873251"
"15708789"
"15075519"
"20929679"
"26222961"
"13528779"
"27279621"
"17490059"
"10518779"
"5403061"
"7719782"
"11927149"
"16568069"
"18387329"
"19801099"
"7802752"
"12281149"
"23815281"
"30367921"
"18770989"
"257401"
"17667629"
"144561"
"10490799"
"27050951"
"27550221"
"18300899"
"14999239"
"34379821"
"409935"
"18954259"
"22552601"
"14460849"
"15932289"
"23577821"
"9345729"
"21517591"
"27784041"
"15423369"
"27089801"
"22755041"
"12805299"
"23054261"
"16417739"
"8406072"
"26358001"
"9156399"
"13916619"
"27538231"
"4556346"
"24501921"
"17922309"
"33625271"
"27420391"
"18647719"
"12168559"
"33785311"
"10496729"
"8535402"
"6210911"
"12621989"
"181946"
